GroupId,GroupName,GroupDescription,ID,Shortname,LongName,Description
48,DFM_Var,Variables for Design for Manufacture,2248,SHGQ2,SHapeGenQty2,*Shape System Variable. Multi-purpose quantity variable: used when an item does not have specific quantity attributes.
48,DFM_Var,Variables for Design for Manufacture,2249,SHGQ3,SHapeGenQty3,*Shape System Variable. Multi-purpose quantity variable: used when an item does not have specific quantity attributes.
48,DFM_Var,Variables for Design for Manufacture,2250,SHGQ4,SHapeGenQty4,*Shape System Variable. Multi-purpose quantity variable: used when an item does not have specific quantity attributes.
48,DFM_Var,Variables for Design for Manufacture,2251,SHGQ5,SHapeGenQty5,*Shape System Variable. Multi-purpose quantity variable: used when an item does not have specific quantity attributes.
48,DFM_Var,Variables for Design for Manufacture,2252,BCT,BotConstType,*Bottom construction type.
48,DFM_Var,Variables for Design for Manufacture,2253,SHGA1,SHapeGenAngle1,*Shape System Variable. Multi-purpose angle variable: used when an item does not have specific quantity attributes.
48,DFM_Var,Variables for Design for Manufacture,2254,SHGA2,SHapeGenAngle2,*Shape System Variable. Multi-purpose angle variable: used when an item does not have specific quantity attributes.
48,DFM_Var,Variables for Design for Manufacture,2255,SHGA3,SHapeGenAngle3,*Shape System Variable. Multi-purpose angle variable: used when an item does not have specific quantity attributes.
48,DFM_Var,Variables for Design for Manufacture,2256,SHGA4,SHapeGenAngle4,*Shape System Variable. Multi-purpose angle variable: used when an item does not have specific quantity attributes.
48,DFM_Var,Variables for Design for Manufacture,2257,SHGA5,SHapeGenAngle5,*Shape System Variable. Multi-purpose angle variable: used when an item does not have specific quantity attributes.
48,DFM_Var,Variables for Design for Manufacture,2258,ACGA,ACcessGenAngle,*General accessory angle.
48,DFM_Var,Variables for Design for Manufacture,2259,SDA5,StyleDrawAcc5,"*Model for accessory in fourth drawer case, starting from the top downards."
48,DFM_Var,Variables for Design for Manufacture,2260,CVARD,ConstantVARDim,*Constante variables dimension
48,DFM_Var,Variables for Design for Manufacture,2261,SGCC,StyleGenCorConf,*Used to add components to the corner 90 section combo.
48,DFM_Var,Variables for Design for Manufacture,2262,BCTW,BotConstTypeWall,*Bottom construction type wall.
48,DFM_Var,Variables for Design for Manufacture,2263,CFRC,CaseFrontRailClear,*Front clearance between face rail and box cabinet.
48,DFM_Var,Variables for Design for Manufacture,2264,CFRT,CaseFrontRailThick,*Changes the thickness of the case front rail.
48,DFM_Var,Variables for Design for Manufacture,2265,VACG,VACcessGen,*General accessory texture.
48,DFM_Var,Variables for Design for Manufacture,2266,CBSDD,CutBoardSplDrawDisp,*Cut board slpit drawer display.
48,DFM_Var,Variables for Design for Manufacture,2286,OVLV,OVerLayValue,"*Basic value dimension for standard, full, semi, Inset and Other overlay."
48,DFM_Var,Variables for Design for Manufacture,2287,OVL,OVerLay,"*Overlay dimension of standard, full, semi, Inset and Other overlay for BOVL, TOVL, etc."
48,DFM_Var,Variables for Design for Manufacture,2290,RH5,RailHeight5,*Changes the dimensions of the height of the fifth rail.
48,DFM_Var,Variables for Design for Manufacture,2291,RH6,RailHeight6,*Changes the dimensions of the height of the sixth rail.
48,DFM_Var,Variables for Design for Manufacture,2292,RH7,RailHeight7,*Changes the dimensions of the height of the seventh rail.
48,DFM_Var,Variables for Design for Manufacture,2293,RH8,RailHeight8,*Changes the dimensions of the height of the eighth rail.
48,DFM_Var,Variables for Design for Manufacture,2300,RFD2,RailFrontDepth2,*Depth of the material used as a second front mounting rail on top of a cabinet. Tip: Top rail for frame; cross-member for frameless.
48,DFM_Var,Variables for Design for Manufacture,2301,SGEC,StyleGenEndConf,*Used to add components to the end section combo.
48,DFM_Var,Variables for Design for Manufacture,2303,STCW3,STileCorWidth3,*Changes the dimension of the second stile on a end diagonal cabinet
48,DFM_Var,Variables for Design for Manufacture,2304,STCW4,STileCorWidth4,*Changes the dimension of the second stile on a end diagonal cabinet
48,DFM_Var,Variables for Design for Manufacture,2305,SGSC,StyleGenSideConf,*Used to add components to the side section on cabinet.
48,DFM_Var,Variables for Design for Manufacture,2306,STW3,STileWidth3,*Changes the dimension of the front stile on a side frame of cabinet
48,DFM_Var,Variables for Design for Manufacture,2307,SCTP45,StyleCabinetToP45,*Changes the style of the item top in a corner diagonal cabinet.
48,DFM_Var,Variables for Design for Manufacture,2308,SCTP90,StyleCabinetToP90,*Changes the style of the item top in a corner pie-cut cabinet.
48,DFM_Var,Variables for Design for Manufacture,2309,STW4,STileWidth4,*Changes the dimension of the back stile on a side frame of cabinet
48,DFM_Var,Variables for Design for Manufacture,2310,CFGP,ConFiGPosition,*Use to give a ID number for each configuration on a cabinet wizard.
48,DFM_Var,Variables for Design for Manufacture,2311,VTKEL,VToeKickEdgeLeft,*Color/texture for the left edge of toe kick case.
48,DFM_Var,Variables for Design for Manufacture,2312,VTKER,VToeKickEdgeRight,*Color/texture for the right edge of toe kick case.
48,DFM_Var,Variables for Design for Manufacture,2313,SCED2,StileCutEdgeDim2,*Used to set the cut edge dimension of the right stile. Tip: Used in conjunction with the variable ESTR.
48,DFM_Var,Variables for Design for Manufacture,2314,SCED,StileCutEdgeDim,*Used to set the cut edge dimension of the left stile. Tip: Used in conjunction with the variable ESTL.
48,DFM_Var,Variables for Design for Manufacture,2315,HCOVLT,HingeConfOVerLayTop,*Vertical door hinge overlay between top configuration.
48,DFM_Var,Variables for Design for Manufacture,2316,HCOVLB,HingeConfOVerLayBot,*Vertical door hinge overlay between bottom configuration.
48,DFM_Var,Variables for Design for Manufacture,2317,HTOVL,HingeTopOVerLay,*Vertical door hinge overlay for top configuration.
48,DFM_Var,Variables for Design for Manufacture,2318,HBOVL,HingeBotOVerLay,*Vertical door hinge overlay for bottom configuration.
48,DFM_Var,Variables for Design for Manufacture,2322,DBKOY,DiagBacKOriginY,"*Changes the location of the origin point on the Y-axis (up/down) thus, changes the height of the corner diagonal back of an item. Tip: Dimension changes start from the bottom of the item; positive values decrease the size while negative values increase."
48,DFM_Var,Variables for Design for Manufacture,2323,TBDDA,TopBotDiagDepthAdj,"*Changes the corner diagonal depth adjustment. Tip: Values set as follows; 0 = back between top & bottom, 1 = top inside back, 2 = bottom inside back, 3 = top & bottom inside back."
48,DFM_Var,Variables for Design for Manufacture,2324,TDFC,ToeDepthFrontCorner,*Front toe depth for front cut corner.
48,DFM_Var,Variables for Design for Manufacture,2325,TDBC,ToeDepthBackCorner,*Back toe depth for back cut corner.
48,DFM_Var,Variables for Design for Manufacture,2326,VPH,VertPartitionHeight,*Change the dimension of the vertical partition height of the item.
48,DFM_Var,Variables for Design for Manufacture,2327,TW0900,TagW0900,*Correction to the width of the parts for tag numbers 901 through 1000.
48,DFM_Var,Variables for Design for Manufacture,2328,TW1000,TagW1000,*Correction to the width of the parts for tag numbers 1001 through 1100.
48,DFM_Var,Variables for Design for Manufacture,2329,TW1100,TagW1100,*Correction to the width of the parts for tag numbers 1101 through 1200.
48,DFM_Var,Variables for Design for Manufacture,2330,TW1200,TagW1200,*Correction to the width of the parts for tag numbers 1201 through 1300.
48,DFM_Var,Variables for Design for Manufacture,2331,TW3500,TagW3500,*Correction to the width of the parts for tag numbers 3501 through 3600.
48,DFM_Var,Variables for Design for Manufacture,2332,TW9000,TagW9000,*Correction to the width of the parts for tag numbers 9001 through 9100.
48,DFM_Var,Variables for Design for Manufacture,2333,TH0900,TagH0900,*Correction to the length of the parts for tag numbers 901 through 1000.
48,DFM_Var,Variables for Design for Manufacture,2334,TH1000,TagH1000,*Correction to the length of the parts for tag numbers 1001 through 1100.
48,DFM_Var,Variables for Design for Manufacture,2335,TH1100,TagH1100,*Correction to the length of the parts for tag numbers 1101 through 1200.
48,DFM_Var,Variables for Design for Manufacture,2336,TH1200,TagH1200,*Correction to the length of the parts for tag numbers 1201 through 1300.
48,DFM_Var,Variables for Design for Manufacture,2337,TH3500,TagH3500,*Correction to the length of the parts for tag numbers 3501 through 3600.
48,DFM_Var,Variables for Design for Manufacture,2338,TH9000,TagH9000,*Correction to the length of the parts for tag numbers 9001 through 9100.
48,DFM_Var,Variables for Design for Manufacture,2346,NFD[1],NumFrontDoor[1],"Value entered determines the quantity of doors set on an item. When used on an item which has multiple configurations NFD[1] determines the quantity of doors found on the first configuration . When used on a peninsula item it determines the quantity of doors found on the front of the item. Tip: This is an array variable, which can be used up to maximum of 10 configurations within an item."
48,DFM_Var,Variables for Design for Manufacture,2347,DHPP,DoubleHozPanelPartition,Used to set the maximum dimension for single panel door that when the door width is larger than the value entered the door becomes a double panel door. Tip: When used on arched doors the limit of two panels are applicable.
48,DFM_Var,Variables for Design for Manufacture,2348,NCS[1],NumCnterStile,"Value entered determines the quantity of center styles displayed per configuration. Tip: This is an array variable, which can be used to a maximum of 10 configurations within an item."
48,DFM_Var,Variables for Design for Manufacture,2349,SPW,StylePanelWall,Changes the manufacturing style of both end panels on a wall item.
48,DFM_Var,Variables for Design for Manufacture,2350,BKHDG,BacKHeightDiaG,"Changes the dimension of the height of the corner/diagonal corner of an item, starting from the top."
48,DFM_Var,Variables for Design for Manufacture,2351,SHW,SHelfWidth,Shelf width (1). Shapes System Variable.
48,DFM_Var,Variables for Design for Manufacture,2352,D2DP,Detail2DPlan,"Value entered determines the visual display view of the item on both the floor plans and the elevation areas. If value is set as 0, then low detail is displayed (standard view, simular to V6.1), if value is set as 1, then medium detail is displayed (with symbols), if value is set as 2, then high detail is displayed (similar to a 3D view)."
48,DFM_Var,Variables for Design for Manufacture,2353,SPT1,StylePanelTall1,Changes the manufacturing style of both end panels on a tall item.
48,DFM_Var,Variables for Design for Manufacture,2354,DISS,DISpatcherSelection,Dispatcher type selection. Shapes System Variable.
48,DFM_Var,Variables for Design for Manufacture,2355,VPOX,VertPartitionOriginX,Vertical partition origin in X. Shapes system variable.
48,DFM_Var,Variables for Design for Manufacture,2356,DOP0,DoorOPen0,Angle to open/close front doors for the master door. Shape System Variable. VALIDATION: 0 The angle must be between 0 and 90 degrees.
48,DFM_Var,Variables for Design for Manufacture,2357,RDFH,RailDrawerFrontHeight,Changes the placement location of the rail drawer front. Tip: Positive values move the rail drawer front downwards.
48,DFM_Var,Variables for Design for Manufacture,2358,DCRS,DisplayCoRStile,"Displays or removes corner stiles. Tip: If the value is set as 0 remove corner stile, if value is set as 1 display corner stile."
48,DFM_Var,Variables for Design for Manufacture,2359,VPOZ,VertPartitionOriginZ,Vertical partition origin in Z. Shapes system variable.
48,DFM_Var,Variables for Design for Manufacture,2360,DVOX0,DiViderOriginX0,Divider origin in X (0). Shapes System Variable.
48,DFM_Var,Variables for Design for Manufacture,2361,HLX,HingeLocationX,Changes the dimension of the anchor for the concealed hinge
48,DFM_Var,Variables for Design for Manufacture,2362,DPHHC,DoorPianoHingeHrzClear,Clearance between the hinge and the second door.
48,DFM_Var,Variables for Design for Manufacture,2363,VHP,VHorPartition,Color/texture of the horizontal partitions.
48,DFM_Var,Variables for Design for Manufacture,2364,DVW,DiViderWidth,Divider width. Shapes System Variable.
48,DFM_Var,Variables for Design for Manufacture,2365,VPFC,VertPartFinishClear,Increases/reduces the dimension of the clearance of vertical patictions. Tip: Used on items with multiple sections.
48,DFM_Var,Variables for Design for Manufacture,2366,PHL,PianoHingeLength,Changes the dimension of the height of a piano hinge
48,DFM_Var,Variables for Design for Manufacture,2367,VVP,VVertPartition,Color/texture of the vertical partitions.
48,DFM_Var,Variables for Design for Manufacture,2368,DVOX1,DiViderOriginX1,"Changes the position of the first divider on the X-axis (left/right). Tip: This is an array variable, which can be used up to a maximum of 10 configurations within an item. When used on several configurations the variable is read in the following manner: DVOX1 [x], DVOX1 = First divider [x] = Configuration number."
48,DFM_Var,Variables for Design for Manufacture,2369,DRHT,DoorRailHeightTop,"Height of the top door rail. Tip: this is an array variable, it can appear in the following manner: DRHT [1] ""1"" is the array for Base Doors DRHT [2] ""2"" is the array for Wall Doors DRHT [3] ""3"" is the array for Tall Doors DRHT [4] ""4"" is the array for Drawers DRHT [5] ""5"" is the array for Raised Panels"
48,DFM_Var,Variables for Design for Manufacture,2370,PHW,PianoHingeWidth,Changes the dimension of the piano hinge width Tip: Dimension set for the PHW variable should not exceed the dimension of the door thickness.
48,DFM_Var,Variables for Design for Manufacture,2371,DOP[1],DoorOPen[1],"Value set opens and closes the doors per configuration. Tip: Value entered is applied in degrees. When the value is set as 0 the displayed doors are closed. Tip: This is an array variable, which can be used to a maximum of 10 configurations within an item. When applied to an item with one configuration but contains multiple doors the value applied in the DOP will affect all the doors of its respective section. Example: If aplied to an item that has one configuration which contains five doors,if DOP[1]=45, then the five doors will be open at a 45degree angle. If applied to an item with several configurations each section contains its respective DOP variable. Example: If applied to an item that has five configurations and each configuration contains a door, then the following will used; DOP[1], DOP[2], DOP[3], DOP[4] and DOP[5]."
48,DFM_Var,Variables for Design for Manufacture,2372,VBEL,VBackEdgeL,Color/texture of the left back edge.
48,DFM_Var,Variables for Design for Manufacture,2373,CCPD,CutCorPartDepth,Changes the depth of the cut corner partition.
48,DFM_Var,Variables for Design for Manufacture,2374,PHT,PianoHingeThick,Changes the dimension of the thickness of a piano hinge
48,DFM_Var,Variables for Design for Manufacture,2375,DRHB,DoorRailHeightBottom,"Height of the bottom door rail. Tip: this is an array variable, it can appear in the following manner: DRHB [1] ""1"" is the array for Base Doors DRHB [2] ""2"" is the array for Wall Doors DRHB [3] ""3"" is the array for Tall Doors DRHB [4] ""4"" is the array for Drawers DRHB [5] ""5"" is the array for Raised Panels"
48,DFM_Var,Variables for Design for Manufacture,2376,VBER,VBackEdgeR,Color/texture of the right back edge.
48,DFM_Var,Variables for Design for Manufacture,2377,CCPT,CutCorPartThick,"Changes the thickness of the cut corner partition. Tip: Used in conjunction with the variables CC1, CCL and CCR. Mostly used on frameless items."
